Date,Unemployment_Rate,CPI,Money_Supply_M2,Industrial_Production,Federal_Funds_Rate,Yield_Spread,VIX,ADS_Index,Mkt_RF,SMB,HML,RiskFree,Mom,Close,High,Low,Open,Volume,SMA_14,EMA_14,RSI_14,MACD,MACD_hist,MACD_signal,OBV,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,CDL_DOJI,CDL_HAMMER,CDL_ENGULFING,LogReturn,Target,Lag1_Close,Lag1_Return,Lag1_RSI_14,Lag1_Volume,Lag1_OBV,Volatility_10,Rolling_Mean_5,Momentum_5,MACD_Diff,RSI_OBV_Interaction,Bullish_Trend_Signal,DayOfWeek,Month
2020-01-22,,,,,,0.22,12.91,-0.0439758,0.0008,-0.0026,0.0001,6e-05,0.006,220.28179931640625,221.70508392333707,220.241978450819,221.26714552513977,12212800.0,216.442754473005,216.442754473005,,,,,57502000.0,219.82337861847702,220.524658203125,221.22593778777298,0.6360101318030655,0.32684588854767654,0.0,0.0,0.0,-0.0005420939390116845,-0.007073536098409446,220.4012451171875,-0.003156141060342268,,14275800.0,69714800.0,0.009095947203953517,0.0020527825470123906,2.2493896484375,,,0.0,2.0,1.0
2020-01-23,,,,,,0.19,12.98,-0.0269976,0.0007000000000000001,-0.0006,-0.0014000000000000002,6e-05,0.0026,218.7291259765625,220.45102168291515,218.2414342292888,219.7144874693024,11195000.0,217.15226854596818,216.74760400681268,71.56440681334844,,,,46307000.0,218.62659041911945,220.2479675292969,221.86934463947432,1.4723197025296155,0.031619897924865505,0.0,0.0,0.0,-0.007073536098409446,-0.00831624557248437,220.28179931640625,-0.0005420939390116845,,12212800.0,57502000.0,0.009392720326642586,-0.0012610086374743854,-1.383453369140625,,3313932986.305726,0.0,3.0,1.0
2020-01-24,,,,,,0.16,14.56,-0.00999964,-0.0097,-0.0044,-0.0029,6e-05,0.0049,216.91766357421875,220.73964680087644,215.09624613326204,219.76424815377564,11905800.0,217.8113054547991,216.77027861580015,65.97611343005721,,,,34401200.0,216.4870795838795,219.48555908203124,222.48403858018298,2.732279527357038,0.07180038926473496,0.0,0.0,0.0,-0.00831624557248437,-0.014186620695829143,218.7291259765625,-0.007073536098409446,71.56440681334844,11195000.0,46307000.0,0.00884786319881881,-0.0034842102689997974,-3.812042236328125,,2269657473.3300843,0.0,4.0,1.0
2020-01-25,,,,,,,,0.00702476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,,,,,,,,0.0240824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,,,,,,0.06,18.23,0.0415441,-0.015600000000000001,0.0037,-0.0040999999999999995,6e-05,0.0048,213.862060546875,215.04648080078783,211.5031828498223,212.10037438216526,13810700.0,217.97268785749162,216.38251620661012,57.77993404840286,,,,20590500.0,213.1565070294426,218.03837890625,222.92025078305738,4.477993187526361,0.07226260082575316,0.0,0.0,0.0,-0.014186620695829143,0.013498211469150666,216.91766357421875,-0.00831624557248437,65.97611343005721,11905800.0,34401200.0,0.009906039221274608,-0.006654927473215383,-7.23590087890625,,1189717732.023639,0.0,0.0,1.0
2020-01-28,,,,,,0.08,16.28,0.059417,0.0102,-0.0012,-0.0042,6e-05,0.008100000000000001,216.7683868408203,217.71394274304535,212.51842743563486,215.1261327140744,13413800.0,218.30896214076452,216.43396562450482,62.54595139912668,,,,34004300.0,213.0054349919924,217.31180725097656,221.61817950996073,3.963311808465775,0.43690508187923915,0.0,0.0,0.0,0.013498211469150666,0.02467123203914727,213.862060546875,-0.014186620695829143,57.77993404840286,13810700.0,20590500.0,0.009102248642409806,-0.003324056967316796,-3.6328582763671875,,2126831295.1613233,1.0,1.0,1.0
2020-01-29,,,,,,0.04,16.39,0.077708,-0.0011,-0.0024,-0.0098,6e-05,0.006,222.18284606933594,223.14829711100327,217.42526978783843,220.40124946328032,33181300.0,218.87842123849052,217.20048301714897,69.46219042895517,,,,67185600.0,212.2247011293361,217.6920166015625,223.1593320737889,5.0229820620690235,0.9106978544211095,0.0,0.0,0.0,0.02467123203914727,-0.06333559386144036,216.7683868408203,0.013498211469150666,62.54595139912668,13413800.0,34004300.0,0.011483338297842207,0.0017186082283149953,1.9010467529296875,,4666858941.28361,1.0,2.0,1.0
2020-01-30,,,,,,0.0,15.49,0.0964245,0.0034000000000000002,-0.0068000000000000005,0.0069,6e-05,0.0052,208.54713439941406,210.43821579490228,203.78955766260955,205.56120681461394,48775500.0,218.2549318586077,216.04670320145098,46.28293357790789,,,,18410100.0,206.74795384561534,215.6556182861328,224.56328272665027,8.261008464614854,0.10099058882454952,0.0,0.0,0.0,-0.06333559386144036,-0.03704488862655663,222.18284606933594,0.02467123203914727,69.46219042895517,33181300.0,67185600.0,0.023219428014863666,-0.009533803324291188,-10.181991577148438,,852073435.4626421,0.0,3.0,1.0
2020-01-31,,,,,,-0.04,18.84,0.115574,-0.0174,-0.0043,-0.0034999999999999996,6e-05,-0.003,200.96287536621094,207.71107023003282,200.1168565085857,207.45228012961394,31359900.0,217.10677337646484,214.0355261567523,38.57294309876096,,,,-12949800.0,197.9717385076987,212.46466064453125,226.9575827813638,13.642666119501417,0.1031930217478545,0.0,0.0,0.0,-0.03704488862655663,0.011228866830102832,208.54713439941406,-0.06333559386144036,46.28293357790789,48775500.0,18410100.0,0.025006413618036995,-0.01527953193510564,-15.954788208007812,,-499511898.54033464,0.0,4.0,1.0
2020-02-01,3.5,259.25,15467.0,101.6718,1.58,,,0.135164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-02,,,,,,,,0.14538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,-0.03,17.97,0.146134,0.0084,0.0062,-0.0067,6e-05,0.0025,203.232177734375,204.17771838927396,201.55010284120308,202.48569587200018,15495600.0,215.8469979422433,212.59507970043532,41.70225335958615,,,,2545800.0,194.25781041029006,210.33868408203125,226.41955775377244,15.290457617838582,0.27903854937482453,0.0,0.0,0.0,0.011228866830102832,0.02724673165799423,200.96287536621094,-0.03704488862655663,38.57294309876096,31359900.0,-12949800.0,0.02565036112805993,-0.010196434429919245,-10.6298828125,,106165596.60283442,0.0,0.0,2.0
2020-02-04,,,,,,0.04,16.05,0.137427,0.015700000000000002,-0.0006,-0.0066,6e-05,-0.0009,208.84571838378906,209.61211067296307,204.23743221196708,205.65076936637377,19628900.0,215.19080570765905,212.0951648582158,48.66854539175588,,,,22174700.0,194.0143469598634,208.754150390625,223.4939538213866,14.121686589876363,0.5031061470254401,0.0,0.0,0.0,0.02724673165799423,0.0013334508884012154,203.232177734375,0.011228866830102832,41.70225335958615,15495600.0,2545800.0,0.028035272897167417,-0.007446730392150531,-7.92266845703125,,1079210393.498569,0.0,1.0,2.0
2020-02-05,,,,,,0.09,15.15,0.119255,0.0097,0.0033,0.0147,6e-05,-0.0173,209.1243896484375,211.73209455621011,207.73096302303483,211.5131253454738,12538200.0,214.4059350149972,211.69906149691204,48.9943879980833,,,,34712900.0,199.37312772858076,206.1424591064453,212.91179048430985,6.567624551688386,0.7202529596750867,0.0,0.0,0.0,0.0013334508884012154,0.0035157664851070366,208.84571838378906,0.02724673165799423,48.66854539175588,19628900.0,22174700.0,0.02807751629344923,-0.012114286622299743,-13.058456420898438,,1700737291.1386657,0.0,2.0,2.0
2020-02-06,,,,,,0.08,14.96,0.0916114,0.0027,-0.0044,-0.0084,6e-05,0.0044,209.8609161376953,210.1993175647181,208.35798977479377,209.48269384442835,10567500.0,213.6295928955078,211.45397544901647,49.89959192367525,,,,45280400.0,199.19527431333503,206.40521545410155,213.61515659486807,6.986200542369334,0.7396483283375579,100.0,0.0,0.0,0.0035157664851070366,0.006994739212168271,209.1243896484375,0.0013334508884012154,48.9943879980833,12538200.0,34712900.0,0.028198340461564532,0.0012559854470097366,1.31378173828125,,2259473482.1407847,0.0,3.0,2.0
2020-02-07,,,,,,0.03,15.47,0.0544847,-0.0055000000000000005,-0.0079,-0.0004,6e-05,0.0039000000000000003,211.333984375,211.82169130451058,208.94523340741898,209.3135081040746,12242500.0,212.93216596330916,211.4379766391476,51.74417159884238,,,,57522900.0,202.95561386291604,208.47943725585938,214.00326064880272,5.299154166618505,0.7583850818608077,0.0,0.0,0.0,0.006994739212168271,0.0034320859603424393,209.8609161376953,0.0035157664851070366,49.89959192367525,10567500.0,45280400.0,0.028361521267306167,0.010063911014754717,10.371109008789062,,2976474808.4630504,0.0,4.0,2.0
2020-02-08,,,,,,,,0.00786032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,-0.0482804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,,,,,,-0.02,15.04,-0.113467,0.0073,-0.0001,-0.0089,6e-05,0.0097,212.060546875,212.7970810502044,209.67181119483004,210.52777759787963,11856400.0,212.3364018031529,211.5209860039279,52.66978457406461,,,,69379300.0,207.74017605450234,210.24511108398437,212.7500461134664,2.382871132238987,0.8623718319335069,0.0,0.0,0.0,0.0034320859603424393,-0.027937515493284142,211.333984375,0.006994739212168271,51.74417159884238,12242500.0,57522900.0,0.02810842621239013,0.008504554840802637,8.828369140625,,3654192784.8994007,1.0,0.0,2.0
2020-02-11,,,,,,0.02,15.18,-0.187724,0.0028000000000000004,0.0005,0.0105,6e-05,-0.0106,206.2180938720703,209.87087642912405,205.54127578995926,209.20402115778077,25030800.0,211.33185141427177,210.81393371968022,45.167216898101756,,,,44348500.0,205.64811863706922,209.71958618164064,213.79105372621206,3.882772819363731,0.0699962886553101,0.0,0.0,0.0,-0.027937515493284142,0.017083797057240193,212.060546875,0.0034320859603424393,52.66978457406461,11856400.0,69379300.0,0.028804435361993796,-0.0025322945894530368,-2.62762451171875,,2003098318.6054657,0.0,1.0,2.0
2020-02-12,,,,,,0.04,13.74,-0.271083,0.0066,0.0015,-0.0034000000000000002,6e-05,-0.0040999999999999995,209.77134704589844,210.22919592867086,206.42710775723387,206.87500901608962,13813700.0,210.69201006208147,210.67492216317598,49.846361171497534,,,,58162200.0,205.82050207279462,209.8489776611328,213.877453249471,3.8394045405771986,0.4903647653396364,0.0,0.0,0.0,0.017083797057240193,0.011229180407412907,206.2180938720703,-0.027937515493284142,45.167216898101756,25030800.0,44348500.0,0.0280257298053093,0.000617774644314759,0.6469573974609375,,2899174027.7288737,0.0,2.0,2.0
2020-02-13,,,,,,0.02,14.15,-0.363576,-0.0009,0.0019,0.0001,6e-05,0.0066,212.1401824951172,213.32460276260556,208.19875174834357,208.53716838706288,15396600.0,210.35076141357422,210.8702902074348,52.74168913997421,,,,73558800.0,205.87798234738813,210.3048309326172,214.73167951784626,4.209935231252441,0.7072977567635763,0.0,0.0,0.0,0.011229180407412907,0.0048675046032972576,209.77134704589844,0.017083797057240193,49.846361171497534,13813700.0,58162200.0,0.019677723127276683,0.0021604574287759333,2.279266357421875,,3879615363.109535,1.0,3.0,2.0
2020-02-14,,,,,,0.01,13.68,-0.465239,0.0015,-0.0039000000000000003,-0.0066,6e-05,0.0052,213.17529296875,213.92177478401734,211.65247128058152,212.9961446229473,10741700.0,210.3017065865653,211.1776239089435,53.99157169851152,,,,84300500.0,205.69324947944932,210.6730926513672,215.65293582328508,4.727555008801035,0.7512328431840086,100.0,0.0,0.0,0.0048675046032972576,0.01676046706854163,212.1401824951172,0.011229180407412907,52.74168913997421,15396600.0,73558800.0,0.014210433362264812,0.0017350105070017305,1.84130859375,,4551516489.97037,1.0,4.0,2.0
2020-02-15,,,,,,,,-0.576114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,-0.696245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,,,,,,,,-0.825677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,,,,,,-0.03,14.83,-0.964463,-0.0019,0.0016,-0.006500000000000001,6e-05,0.0026,216.7783203125,216.9574686567502,212.39895125522258,212.54825672930903,15609200.0,210.3024161202567,211.9243834294177,58.14149669091773,,,,99909700.0,204.57983863882424,211.61664733886718,218.65345603891012,6.650524699764964,0.8667623487903914,0.0,0.0,0.0,0.01676046706854163,-0.00142434799381996,213.17529296875,0.0048675046032972576,53.99157169851152,10741700.0,84300500.0,0.014544669798531945,0.004400686728641569,4.7177734375,,5808899491.940583,1.0,1.0,2.0
2020-02-19,,,,,,-0.02,14.38,-1.11266,0.006,0.0018,0.0004,6e-05,-0.0005,216.4697723388672,217.2958806788888,215.09624097989015,216.96742686751557,12135100.0,209.89433942522322,212.53043528401096,57.66183927356939,,,,87774600.0,208.35398716882582,213.66698303222657,218.9799788956273,4.973155691162078,0.7637673149670597,0.0,0.0,0.0,-0.00142434799381996,-0.013470303534455344,216.7783203125,0.01676046706854163,58.14149669091773,15609200.0,99909700.0,0.012698973209686727,0.009703320228534405,10.251678466796875,,5061244877.501843,0.0,2.0,2.0
2020-02-20,,,,,,-0.06,15.56,-1.27032,-0.0034999999999999996,0.0049,0.0068000000000000005,6e-05,-0.0053,213.5734100341797,217.7437572325511,211.95105148154664,215.50431195118117,13109200.0,210.25335911342077,212.66949858403345,53.22309660699385,-0.7216564293158285,1.1587002970652047,-1.8803567263810332,74665400.0,210.71508681942848,214.42739562988282,218.13970444033717,3.4625322007473884,0.3849791815139137,0.0,0.0,0.0,-0.013470303534455344,-0.020718343397722654,216.4697723388672,-0.00142434799381996,57.66183927356939,12135100.0,87774600.0,0.013805350248208512,0.003592500110195297,3.80206298828125,1.1587002970652047,3973923797.3998384,0.0,3.0,2.0
2020-02-21,,,,,,-0.1,17.08,-1.43751,-0.011200000000000002,-0.0009,-0.0001,6e-05,-0.0022,209.1940460205078,213.2350134663179,207.85038793343847,212.4785688786951,14092300.0,210.84129987444197,212.2061049088967,47.29482683612672,-0.9653476661466982,0.732007248187468,-1.6973549143341662,60573100.0,208.35020287843875,213.83816833496093,219.3261337914831,5.132821235099342,0.0768812366581313,0.0,0.0,0.0,-0.020718343397722654,-0.04605338304794065,213.5734100341797,-0.013470303534455344,53.22309660699385,13109200.0,74665400.0,0.015547352226543798,-0.002797004650831815,-2.946136474609375,0.732007248187468,2864794275.427387,0.0,4.0,2.0
2020-02-22,,,,,,,,-1.6143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,,,,,,,,-1.80076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,,,,,,-0.15,25.03,-1.99764,-0.0339,0.0018,0.0001,6e-05,0.0059,199.77842712402344,202.69467525421783,197.24038609301786,200.85336268493913,23080100.0,210.594603402274,210.54908120424693,37.59825856588303,-1.896376237558286,-0.1592170585792958,-1.7371591789789902,37493000.0,198.5416981198645,211.15879516601564,223.77589221216678,11.950340061593387,0.049010045640261235,0.0,0.0,0.0,-0.04605338304794065,-0.019875223172045126,209.1940460205078,-0.020718343397722654,47.29482683612672,14092300.0,60573100.0,0.02090266118737503,-0.012981182181079395,-13.396865844726562,-0.1592170585792958,1409671508.4106524,0.0,0.0,2.0
2020-02-25,,,,,,-0.2,27.85,-2.20503,-0.030899999999999997,-0.0011,-0.0068000000000000005,6e-05,0.0075,195.84698486328125,202.5454111618152,195.03082407389752,201.30127472961732,21433500.0,209.66612243652344,208.58880169211818,34.42459442072941,-2.9178227774122263,-0.9445308787465889,-1.9732918986656374,16059500.0,191.1172517688357,206.97252807617187,222.82780438350804,15.321140882524244,0.14915328508835643,0.0,0.0,0.0,-0.019875223172045126,0.002182807901126276,199.77842712402344,-0.04605338304794065,37.59825856588303,23080100.0,37493000.0,0.021079467152406006,-0.020308320229196746,-20.93133544921875,-0.9445308787465889,552841774.099704,0.0,1.0,2.0
2020-02-26,,,,,,-0.2,27.56,-2.42301,-0.0053,-0.0038,-0.012,6e-05,0.011699999999999999,196.2749481201172,200.2661472625583,194.57297809311262,196.2650004966838,16524500.0,208.74830518450057,206.9469545491847,35.067129880710574,-3.650710344816133,-1.3419347569203968,-2.3087755878957363,32584000.0,188.59727035697878,202.93356323242188,217.26985610786497,14.129050559294216,0.26777067927684584,100.0,0.0,0.0,0.002182807901126276,-0.03851103525460135,195.84698486328125,-0.019875223172045126,34.42459442072941,21433500.0,16059500.0,0.0200326815606623,-0.0195868890502075,-20.19482421875,-1.3419347569203968,1142627360.0330734,0.0,2.0,2.0
2020-02-27,,,,,,-0.15,39.16,-2.65166,-0.042199999999999994,0.0079,0.0005,6e-05,-0.0019,188.85989379882812,194.96114318567538,188.61106653427106,190.92019083922207,21682600.0,207.24823216029577,204.53534644913717,29.64679201728589,-4.7748207740266935,-1.9728361489047659,-2.8019846251219276,10901400.0,184.7357667399218,197.99085998535156,211.24595323078134,13.389601162811717,0.15556763662633216,0.0,0.0,0.0,-0.03851103525460135,0.014232982909112436,196.2749481201172,0.002182807901126276,35.067129880710574,16524500.0,32584000.0,0.020934991441297072,-0.024595035394236704,-24.713516235351562,-1.9728361489047659,323191538.4972404,0.0,3.0,2.0
2020-02-28,,,,,,-0.14,40.11,-2.89108,-0.0078000000000000005,0.003,-0.008,6e-05,-0.0040999999999999995,191.56715393066406,191.83589165444653,180.9671175240087,181.84297925151697,32568900.0,205.83631569998605,202.80625411334074,33.67755269984111,-5.3851563901104385,-2.066537411990809,-3.3186189781196296,43470300.0,186.81130475361135,194.46548156738282,202.1196583811543,7.872015899252823,0.31067019307000715,0.0,0.0,100.0,0.014232982909112436,0.020416707307606488,188.85989379882812,-0.03851103525460135,29.64679201728589,21682600.0,10901400.0,0.021299799933267003,-0.017604770132869686,-17.62689208984375,-2.066537411990809,1463973319.127903,0.0,4.0,2.0
2020-02-29,,,,,,,,-3.14135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,4.4,258.076,15993.8,97.606,0.65,,,-3.40259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,,,,,,-0.03,33.42,-3.72761,0.0431,-0.0168,-0.0043,6e-05,0.0191,195.51852416992188,195.6479192142432,187.9641316633237,193.1198255677862,24949000.0,204.65474264962333,201.83455678755155,39.15676149979277,-5.486761239578726,-1.7345138091672774,-3.752247430411449,68419300.0,187.78356567881795,193.6135009765625,199.44343627430706,6.022240461888333,0.663382876144129,0.0,0.0,0.0,0.020416707307606488,-0.05520189857941074,191.56715393066406,0.014232982909112436,33.67755269984111,32568900.0,43470300.0,0.02302012692348838,-0.004310752061760258,-4.2599029541015625,-1.7345138091672774,2679078212.082772,0.0,0.0,3.0
2020-03-03,,,,,,0.07,36.82,-4.11656,-0.0279,0.008100000000000001,-0.0063,6e-05,0.008199999999999999,185.0180206298828,196.3147857614367,183.10702884981052,195.29956615766895,27984100.0,203.1404517037528,199.59235196652904,31.669184910895055,-6.3414859910503765,-2.0713908485111423,-4.270095142539234,40435200.0,183.06077921332871,191.4477081298828,199.8346370464369,8.761587170178291,0.11668403512344666,0.0,0.0,0.0,-0.05520189857941074,0.031089347466001803,195.51852416992188,0.020416707307606488,39.15676149979277,24949000.0,68419300.0,0.025327731487813417,-0.01137608714323338,-10.828964233398438,-2.0713908485111423,1280549825.7090237,0.0,1.0,3.0
2020-03-04,,,,,,0.3,31.99,-4.56957,0.0403,-0.0108,-0.011699999999999999,6e-05,0.0108,190.86045837402344,190.93013729753557,185.5156536238536,188.2826115738702,23062500.0,201.789673941476,198.4280994875283,38.693582734929684,-6.4728110789551465,-1.7621727491327297,-4.710638329822417,63497700.0,183.4884741025188,190.36481018066405,197.2411462588093,7.224377311772399,0.5360401373439762,0.0,0.0,0.0,0.031089347466001803,-0.03497024401491436,185.0180206298828,-0.05520189857941074,31.669184910895055,27984100.0,40435200.0,0.029178431403292838,-0.0055947792302582745,-5.41448974609375,-1.7621727491327297,2456953508.4277444,0.0,2.0,3.0
